broad_category,level1_subject,level2_subject,specific_subject,volume_index,volume_title,source,paragraph_id,primary_subject,annotation_supported,original_subject,text
器物技艺,钟,钟,钟,4,卷二·玉格,卷二·玉格-12,V04-P012,仙药,no,钟,仙药：钟山白胶、阆风石脑、黑河蔡瑚、太微紫麻、太极井泉、夜津日草、青津碧荻、圆丘紫柰、白水灵蛤、八天赤薤、高丘馀粮、沧浪青钱、三十六芝、龙胎醴、九鼎鱼、火枣交梨、凤林鸣醅、中央紫蜜、崩岳电柳、玄郭绮葱、夜牛伏骨、神吾黄藻、炎山夜日、玄霜绛雪、环刚树子、赤树白子、徊水玉精、白琅霜、紫酱、（一曰浆）月醴、虹丹、鸿丹。
器物技艺,钟,钟,钟,4,卷二·玉格,卷二·玉格-23,V04-P023,长白山,no,钟,长白山，相传古肃然山也。岘南有钟鸣，燕世桑门释惠霄者，自广固至此岘听钟声。稍前，忽见一寺，门宇炳焕，遂求中食。见一沙弥，乃摘一桃与霄。须臾，又与一桃，语霄曰：「至此已淹留，可去矣。」霄出，回头顾，失寺。至广固，见弟子，言失和尚已二年矣。霄始知二桃兆二年矣。
器物技艺,钟,钟,钟,12,卷五·怪术,卷五·怪术-17,V12-P017,玄宗既召,no,钟,玄宗既召见一行，谓曰：「师何能？」对曰：「惟善记览。」玄宗因诏掖庭取宫人籍以示之，周览既毕，覆其本，记念精熟，如素所习读。数幅之后，玄宗不觉降御榻，为之作礼，呼为圣人。先是一行既从释氏，师事普寂于嵩山。师尝设食于寺，大会群僧及沙门，居数百里者，皆如期而至，聚且千馀人。时有卢鸿者，道高学富，隐于嵩山。因请鸿为文赞叹其会。至日，鸿持其文至寺，其师受之，致于几案上。钟梵既作，鸿请普寂曰：「某为文数千言，况其字僻而言怪，盍于群僧中选其聪悟者，鸿当亲为传授。」乃令召一行。既至，伸纸微笑，止于一览，复致于几上。鸿轻其疏脱，而窃怪之。俄而群僧会于堂，一行攘袂而进，抗音兴裁，一无遗忘。鸿惊愕久之，谓寂曰：「非君所能教导也，当从其游学。」一行因穷大衍，自此访求师资，不远数千里。尝至天台国清寺，见一院，古松数十步，门有流水。一行立于门屏间，闻院中僧于庭布算，其声籁籁。既而谓其徒曰：「今日当有弟子求吾算法，已合到门，岂无人道达耶？」即除一算，又谓曰：「门前水合却西流，弟子当至。」一行承言而入，稽首请法，尽受其术焉。而门水旧东流，今忽改为西流矣。邢和璞尝谓尹惜曰：「一行，其圣人乎？汉之洛下闳造大衍历，云后八百岁当差一日，则有圣人定之，今年期毕矣。而一行造大衍历，正在差谬，则洛下闳之言信矣。」又尝诣道土尹崇，借扬雄《太玄经》。数日，复诣崇还其书。崇曰：「此书意旨深远，吾寻之数年，尚不能晓。吾子试更研求，何遽还也。」「一行曰：「究其义矣。」因出所撰《太衍玄图》及《义诀》一卷以示崇，崇大嗟服，曰：「此后生颜子也。」至开元末，裴宽为河南尹，深信释氏，师事普寂禅师，日夕造焉。居一日，宽诣寂，寂云：「方有小事，未暇疑语，且请迟回休憩也。」宽乃屏息，止于空室。见寂洁正堂，焚香端坐。坐未久，忽闻叩门，连云：「天师一行和尚至矣。」一行入，诣寂作礼。礼讫，附耳密语，其貌绝恭，但额云无不可者。语讫礼，礼讫又语。如是者三，寂惟云：「是，是。」无不可者。一行语讫，降阶入南室，自阖其户。寂乃徐命弟子云：「遣钟，一行和尚灭度矣。」左右疾走视之，一行如其言灭度。后宽乃服衰葬之，自徒步出城送之。
器物技艺,钟,钟,钟,15,卷六·乐,卷六·乐-5,V15-P005,蜀,no,钟,蜀将军皇甫直，别音律，击陶器能知时月。好弹琵琶。元和中，尝造一调，乘凉临水池弹之。本黄钟而声入蕤宾，因更弦再三奏之，声犹蕤宾也。直甚惑，不悦，自意为不祥。隔日，又奏于池上，声如故。试弹于他处，则黄钟也。直因调蕤宾，夜复鸣弹于池上，觉近岸波动，有物激水如鱼跃，及下弦则没矣。直遂集客车水竭池，穷池索之。数日，泥下丈馀，得铁一片，乃方响蕤宾铁也。
器物技艺,钟,钟,钟,21,卷九·事感,卷九·事感-1,V21-P001,平原高菀城东,no,钟,平原高菀城东有渔津，传云魏末平原潘府君字惠延，自白马登舟之部，手中算囊遂坠于水，囊中本有钟乳一两。在郡三年，济水泛溢，得一鱼，长三丈，广五尺。刳其腹，中有得一坠水之囊，金针尚在，钟乳消尽。其鱼得脂数十斛，时人异之。
器物技艺,钟,钟,钟,24,卷十一·广知,卷十一·广知-10,V24-P010,夫学道之人,no,钟,夫学道之人，须鸣天鼓以召众神也。左相叩为天钟，卒遇凶恶不祥叩之。右相为天磬，若经山泽邪僻威神大祝叩之。中央上下相叩名天鼓，存思念当道鸣之。叩之数三十六，或三十二，或二十七，或二十四，或十二。
器物技艺,钟,钟,钟,24,卷十一·广知,卷十一·广知-14,V24-P014,百体中,no,钟,百体中有悬针书、垂露书、秦王破冢书、金鹊书、虎爪书、倒薤书、偃波书、信幡书、飞帛书、籀书、谬（一云缪）、篆书、制书、列书、日书、月书、风书、署书、虫食叶书、胡书、蓬书、天竺书、楷书、横书、芝英隶、钟隶、鼓隶、龙虎篆、麒麟篆、鱼篆、虫篆、乌篆、鼠篆、牛书、兔书、草书、龙草书、狼书、犬书、鸡书、震书、反左书、行押书、揖书、景书、半草书。
器物技艺,钟,钟,钟,24,卷十一·广知,卷十一·广知-20,V24-P020,梁主客陆缅谓魏使尉瑾,no,钟,梁主客陆缅谓魏使尉瑾曰：「我至邺，见双阙极高，图饰甚丽。此间石阙亦为不下。我家有荀勖尺，以铜为之，金字成铭，家世所宝此物。往昭明太子好集古器，遂将入内。此阙既成，用铜尺量之，其高六丈。」瑾曰：「我京师象魏，固中天之华阙，此间地势过下，理不得高。」魏肇师曰：「荀勖之尺，是积黍所为，用调钟律，阮咸讥其声有湫隘之韵。后得玉尺度之，过短。」
器物技艺,钟,钟,钟,25,卷十二·语资,卷十二·语资-23,V25-P023,马仆射（一,no,钟,马仆射（一曰「侍中」）既立勋业，颇自矜伐，常有陶侃之意，故呼田悦为钱龙，至今为义士非之。当时有揣其意者，乃先著谣于军中，曰：「斋钟动也，和尚不上堂。」月馀，方异其服色，谒之，言善相。马遽见，因请远左右，曰：「公相非人臣，然小有未通处，当得宝物直数千万者，可以通之。」马初不实之，客曰：「公岂不闻谣乎？正谓公也。『斋钟动』，时至也。『和尚』，公之名。『不上堂』，不自取也。」马听之始惑，即为具肪玉、纹犀及具珠焉。客一去不复知之，马病剧，方悔之也。
器物技艺,钟,钟,钟,30,卷十七·广动植之二,卷十七·广动植之二-48,V30-P048,白蜂窠,no,钟,白蜂窠，成式修竹里私第，果园数亩。壬戌年，有蜂如麻子蜂，胶土为窠于庭前檐，大如鸡卵，色正白可爱。家弟恶而坏之，其冬果衅钟手足。《南史》言，宋明帝恶言白门。《金楼子》言，子婚日，疾风雪下，帏幕变白，以为不祥。抑知俗忌白久矣。
器物技艺,钟,钟,钟,31,卷十八·广动植之三,卷十八·广动植之三-34,V31-P034,松桢,no,钟,松桢，即钟藤也。叶大，晋安人以为盘。
器物技艺,镜,镜,镜,2,卷一·礼异,卷一·礼异-10,V02-P010,婚礼,no,镜,近代婚礼，当迎妇，以粟三升填臼，席一枚以覆井，枲三斤以塞窗，箭三只置户上。妇上车，婿骑而环车三匝。女嫁之明日，其家作黍臛。女将上车，以蔽膝覆面。妇入门，舅姑以下悉从便门出，更从门入，言当躝新妇迹。又妇入门，先拜猪樴及竈。娶妇。夫妇并拜，或共结镜纽。又娶妇之家，弄新妇，腊月娶妇，不见姑。
器物技艺,镜,镜,镜,4,卷二·玉格,卷二·玉格-15,V04-P015,雌一玉捡、四规明镜、五柱,no,镜,雌一玉捡、四规明镜、五柱中经、飞龟帙、飞黄子经、鹿卢乔经、含景图、卧引图、园芝图、木芝图、大隗新芝图、牵牛经、玉案记、玉珍记、腊成记、丹台经（一曰记）、日月厨食经、金楼经、三十六水经、中黄丈人经、协龙子鹿台经、玉胎经、官氏经、凤纲经、六阴玉女经、白虎七变经、九仙经、十上化经、滕中有首摄提经、三纲六纪经、白子变化经、隐首经、入军经、泉枢经、赤甲经、金刚八叠录（一曰经）。
器物技艺,镜,镜,镜,4,卷二·玉格,卷二·玉格-31,V04-P031,明经赵业贞元中选授巴州清,no,镜,明经赵业贞元中选授巴州清化县令，失志成疾，恶明，不饮食四十馀日。忽觉室中雷鸣，顷有赤气如鼓，轮转至床腾上，当心而住。初觉精神游散如梦中，有朱衣平帻者引之东行。出山断处，有水东西流，人甚众，久立视之。又东行，一桥饰以金碧。过桥北入一城，至曹司中，人吏甚众。见妹婿贾奕，与己争煞牛事，疑是冥司，遽逃避至一壁间，墙如黑石，高数丈，听有呵喝声。朱衣者遂领入大院，吏通曰：「司命过人。」复见贾奕，因与辩对。奕固执之，无以自明。忽有巨镜径丈，虚悬空中，仰视之，宛见贾奕鼓刀，赵负门有不忍之色，奕始伏罪。朱衣人又引至司人院，一人被褐，帔紫霞冠，状如尊像，责曰：「何故窃拨幞头？二事在滑州市，隐橡子三升。」因拜之无数。朱衣者复引出，谓曰：「能游上清乎？」乃共登一山，下临流水，其水悬注腾沫，人随流而入者千万，不觉身亦随流。良久，住大石上，有青白晕道。朱衣者变成两人，一道之，一促之，乃升石崖上立，坦然无尘。行数里，旁有草如红蓝，茎叶密，无刺，其花拂佛然飞散空中。又有草如苣，附地，亦飞花，初出如马勃，破大如叠，赤黄色。过此，见火如山横亘天，候焰绝乃前。至大城，城上重谯，街列果树，仙子为伍，迭谣鼓乐，仙姿绝世。凡历三重门，丹ぬ交焕，其地及壁，澄光可鉴。上不见天，若有绛晕都覆之。正殿三重，悉列尊像。见道士一人，如旧相识，赵求为弟子，不许。诸乐中如琴者，长四尺，九弦，近头尺馀方广，中有两道横，以变声。又如一酒，三弦，长三尺，腹面上广下狭，背丰隆。顷有过录，乃引出阙南一院，中有绛冠紫霞帔，命与二朱衣人坐厅事，乃命先过戊申录。录如人间词状，首冠人生辰，次言姓名、年纪，下注生月日，别行横布六旬甲子，所有功过日下具之，如无即书无事。赵自窥其录，姓名、生辰日月一无差错也。过录者数盈亿兆。朱衣人言，每六十年天下人一过录，以考校善恶，增损其算也。朱衣者引出北门，至向路，执手别，曰：「游此是子之魂也。可寻此行，勿返顾，当达家矣。」依其言，行稍急，蹶倒。如梦觉，死已七日矣。赵著《魂游上清记》，叙事甚详悉。
器物技艺,镜,镜,镜,6,卷三·贝编,卷三·贝编-16,V06-P016,八寒地狱,no,镜,八寒地狱，多与常说同。凡生地狱有三种形，罪轻作人形，其次畜形，极苦无形，如肉轩、肉屏等。今佛寺中画地狱变，唯隔子狱稍如经说，其苦具悉，图人间者曾无一据。旧说地狱中荫牛头阿傍，无情业所感现。人渐死时，足后最冷，出地狱之相也。器世将坏，无生地狱者。阿修罗有一切观见池，战之胜败，悉见池中。持天，镜林中，天人自见善恶因缘。正行天，颇梨树，见人行法与非法。毗留博天，常于此观之。忉利天及人中七生事，见于殿壁中。无法第八生波利邪多天，有波利邪多树，见阎浮提人善不善相。行善则照百由旬，行不善则雕枯，半行善则半荣。微细行天，宝树枝叶悉见天人影像，上中下业亦见其中。阎摩那婆罗天，娑罗树中见果报。其殿净如镜，悉见天人所作之善果报。又第二树中有千柱殿，有业纲，诸地狱十六隔剧，悉见其中。夜摩天，抚垢镜池，池中见自身，额上所见过，见业果。又阎浮那施塔影中，见欲界罪福及三恶。趣言天象异者，若有将食肥腻沉水，鸟下飞，日将蚀，诸方赤。
器物技艺,镜,镜,镜,6,卷三·贝编,卷三·贝编-42,V06-P042,僧一行穷数,no,镜,僧一行穷数，有异术。开元中，尝旱，玄宗令祈雨。一行言：「当得一器，上有龙状者，方可致雨。」上令于内库中遍视之，皆言不类。数日后，指一古镜，鼻盘龙，喜曰：「此有真龙矣。」乃持入道场，一夕而雨。
器物技艺,镜,镜,镜,6,卷三·贝编,卷三·贝编-7,V06-P007,又见身光衣触,no,镜,又见身光衣触如金刚，及照毗琉璃镜，不见其道。天女九退相，一皮缓，二头花散落，三赤花在道变为黄，四风吹无缕衣如人依触，五飞行意倦，六触水而浊，七取树花高不可及，八见天子无媚，九发散粗涩。又唇动不止，璎珞花皆重。十二种离垢布施生此天，群鸟青影覆万由旬。摩尼珠中有金字偈。四天王天有十二失坏，常与修罗战斗等。三十三天八种失坏，有劣天不为帝释所识等。夜摩天六失坏，食劣生渐等。兜率陀天四失坏，不乐鹅王说法声等。化乐天四失坏，天业将尽，其足无影等。他化自在天四失坏，宝翅蜂舍去等。
器物技艺,镜,镜,镜,12,卷五·怪术,卷五·怪术-16,V12-P016,云安井,no,镜,云安井，自大江沂别派，凡三十里。近井十五里，澄清如镜，舟楫无虞。近江十五里，皆滩石险恶，难于沿溯。天师翟乾，念商旅之劳，于汉城山上结坛考召，追命群龙。凡一十四处，皆化为老人应召而止。乾谕以滩波之险，害物劳人，使皆平之。一夕之间，风雷震击，一十四里尽为平潭矣。惟一滩仍旧，龙亦不至。乾复严敕神吏追之。又三日，有一女子至焉。因责其不伏应召之意，女子曰：「某所以不来者，欲助天师广济物之功耳。且富商大贾，力皆有馀，而佣力负运者，力皆不足。云安之贫民，自江口负财货至近井潭，以给衣食者众矣。今若轻舟利涉，平江无虞，即邑之贫民无佣负之所，绝衣食之路，所困者多矣。余宁险滩波以赡佣负，不可利舟楫以安富商。所以不至者，理在此也。」乾善其言，因使诸龙皆复其故，风雷顷刻而长滩如旧。天宝中，诏赴上京，恩遇隆厚。岁馀，还故山，寻得道而去。
器物技艺,镜,镜,镜,14,卷六·器奇,卷六·器奇-4,V14-P004,元和末,no,镜,元和末，海陵夏危乙庭前生百合花，大于常数倍，异之。因发其下，得甓匣十三重，各匣一镜。第七者光不蚀，照日光环一丈，其馀规铜而已。
器物技艺,镜,镜,镜,18,卷八·黥,卷八·黥-4,V18-P004,蜀小将韦,no,镜,蜀小将韦少卿，韦表微堂兄也。少不喜书，嗜好青。其季父尝令解衣视之，胸上刺一树，树杪集鸟数十。其下悬镜，镜鼻系索，有人止侧牵之。叔不解，问焉。少卿笑曰：「叔不曾读张燕公诗否？『挽镜寒鸦集』耳。」
器物技艺,镜,镜,镜,22,卷九·盗侠,卷九·盗侠-7,V22-P007,相传黎,no,镜,相传黎为京兆尹，时曲江淦龙祈雨，观者数千。黎至，独有老人植杖不避。怒，杖背二十，如击鞔革，掉臂而去。黎疑其非常人，命老坊卒寻之。至兰陵里之内，入小门，大言曰：「我今日困辱甚，可具汤也。」坊卒遽返白黎，黎大惧，因弊衣怀公服，与坊卒至其处。时已昏黑，坊卒直入，通黎之官阀。黎唯趋而入，拜伏曰：「向迷丈人物色，罪当十死。」老人惊起，曰：「谁引君来此？」即牵上阶。黎知可以理夺，徐曰：「某为京兆尹，威稍损则失官政。丈人埋形杂迹，非证彗眼不能知也。若以此罪人，是钓人以贼，非义士之心也。」老人笑曰：「老夫之过。」乃具酒设席于地，招访卒令坐。夜深，语及养生之术，言约理辩。黎转敬惧，因曰：「老夫有一伎，请为尹设。」遂入。良久，紫衣朱{髟莫}，拥剑长短七口，舞于庭中，迭跃挥霍，换光电激，或横若裂盘，旋若规尺。有短剑二尺馀，时时及黎之衽。黎叩头股心栗。食顷，掷剑植地如北斗状，顾黎曰：「向试黎君胆气。」黎拜曰：「今日已后性命丈人所赐，乞役左右。」老人曰：「君骨相无道气，非可遽教，别日更相顾也。」揖黎而入。黎归，气色如病，临镜方觉须剃落寸馀。翌日复往，室已空矣。
器物技艺,镜,镜,镜,23,卷十·物异,卷十·物异-1,V23-P001,秦镜,no,镜,秦镜，人舞溪古岸石窟有方镜，径丈馀，照人五藏，秦皇世号为照骨宝。在无劳县境山。
器物技艺,镜,镜,镜,23,卷十·物异,卷十·物异-23,V23-P023,镜石,no,镜,镜石，济南郡有方山，相传有奂生得仙于此。山南有明镜崖，石方三丈，魑魅行伏，了了然在镜中。南燕时，镜上遂使漆焉。俗言山神恶其照物，故漆之。
器物技艺,镜,镜,镜,23,卷十·物异,卷十·物异-79,V23-P079,铁镜,no,镜,铁镜，荀讽者，善药性，好读道书，能言名理，樊晃尝给其絮帛。有铁镜，径五寸馀，鼻大如拳，言于道者处得。亦无他异，但数人同照，各自见其影，不见别人影。
器物技艺,镜,镜,镜,27,卷十四·诺皋记上,卷十四·诺皋记上-38,V27-P038,元和中,no,镜,元和中，苏湛游蓬鹊山，裹粮钻火，境无遗跬。忽谓妻曰：「我行山中，睹倒崖有光镜，必灵境也。明日将投之，今与卿诀。」妻子号泣，止之不得。及明遂行，妻子领奴婢潜随之。入山数十里，遥望岩有白光，圆明径丈，苏遂逼之。才及其光，长叫一声，妻儿遽前救之，身如{尔虫}矣。有蜘蛛黑色，大如钴金莽，走集岩下。奴以利刀决其网，方断，苏已脑陷而死。妻乃积柴烧其崖，臭满一山中。相传裴山行，有山蜘蛛垂丝如匹布，将及。引弓射杀之，大如车轮。因断其丝数尺收之。部下有金创者，剪方寸贴之，血立止也。
器物技艺,镜,镜,镜,28,卷十五·诺皋记下,卷十五·诺皋记下-14,V28-P014,伍相奴,no,镜,伍相奴，或扰人，许于伍相庙多已。旧说一姓姚，二姓王，三姓汪。昔值洪水，食都树皮，饿死，化为鸟都，皮骨为猪都，妇女为人都。鸟（一曰乌）都左腋下有镜印，阔二寸一分，右脚无大指，右手无三指，左耳缺，右目盲。在树根居者名猪都，在树半可攀及者名人都，在树尾者名鸟都。其禁有打土垄法、山鹊法。其掌诀，右手第二指上节边禁山都眼，左手目标其喉。南中多食其巢，味如木艺。窠表可为履さ，治脚气。
器物技艺,镜,镜,镜,30,卷十七·广动植之二,卷十七·广动植之二-17,V30-P017,重鱼,no,镜,重鱼，济南郡东北有重坑，传言魏景明中，有人穿井得鱼，大如镜。其夜，河水溢入此坑，坑中居人皆为重鱼焉。
器物技艺,镜,镜,镜,32,卷十九·广动植类之四,卷十九·广动植类之四-3,V32-P003,大历八年,no,镜,大历八年，庐江县紫芝生，高一丈五尺。芝类至多：参成芝，断而可续。夜光芝，一株九实。实坠地如七寸镜，视如牛目，茅君种于句曲山。隐辰芝，状如斗，以屋为节，以茎为刚。
器物技艺,鞭,鞭,鞭,1,卷一·忠志,卷一·忠志-14,V01-P014,睿宗,no,鞭,睿宗尝阅内库，见一鞭，金色，长四尺，数节有虫啮处，状如盘龙，靶上悬牙牌，题象耳皮，或言隋宫库旧物也。上为冀王时，寝斋壁上蜗迹成「天」字，上惧，遽扫之。经数日如初。及即位，雕玉铸黄金为蜗形，分置于释道像前。
器物技艺,鞭,鞭,鞭,1,卷一·忠志,卷一·忠志-3,V01-P003,骨利干国,no,鞭,骨利干国献马百疋，十疋尤骏。上为制名决波输者，近后足有距，走历门三限不踬，上尤惜之。隋内库有交臂玉猿，二臂相贯如连环。将表其辔。上后尝骑与侍臣游，恶其饰，以鞭击碎之{{一曰文皇御制十骏名}}。
器物技艺,鞭,鞭,鞭,21,卷九·事感,卷九·事感-2,V21-P002,谯郡,no,鞭,谯郡有功曹间，天统中，济南来府君出除谯郡，时功曹清河崔公恕，弱冠有令德，于时春夏积旱，送别者千馀人，至此间上，众渴甚思水，升直万钱矣，来公有思水色。恕独见一青乌于间中，乍飞乍止，怪而就焉。乌起，见一石，方五六寸。以鞭拨之，清泉涌出。因盛以银瓶，瓶满水立竭，唯来公与恕供疗而已。议者以为盛德所感致焉。时人异之，故以为目。
器物技艺,鞭,鞭,鞭,22,卷九·盗侠,卷九·盗侠-5,V22-P005,马侍中,no,鞭,马侍中尝宝一玉精碗，夏蝇不近，盛水经月，不腐不耗。或目痛，含之立愈。尝匣于卧内，有小奴七八岁，偷弄坠破焉。时马出未归，左右惊惧，忽失小奴。马知之大怒，鞭左右数百，将杀小奴。三日寻之，不获。有婢晨治地，见紫衣带垂于寝床下，视之乃小奴蹶张其床而负焉，不食三日而力不衰。马睹之大骇，曰：「破吾碗乃细过也。」即令左右Ξ杀之。
器物技艺,鞭,鞭,鞭,22,卷九·盗侠,卷九·盗侠-8,V22-P008,建中,no,鞭,建中初，士人韦生，移家汝州。中路逢一僧，因与连镳，有论颇洽。日将衔山，僧指路谓曰：「此数里是贫道兰若，郎君岂不能左顾乎？」士人许之，因令家口先行。僧即处分步者先排。比行十馀里，不至，韦生问之，即指一处林烟曰：「此是矣。」又前进，日已没，韦生疑之，素善弹，乃密于靴中取弓卸弹，怀铜丸十馀，方责僧曰：「弟子有程期，适偶贪上人清论，勉副相邀。今已行二十里不至，何也？」僧但言且行。至是，僧前行百馀步，韦知其盗也，乃弹之。僧正中其脑，僧初不觉，凡五发中之，僧始扪中处，徐曰：「郎君莫恶作剧。」韦知无奈何，亦不复弹。见僧方至一庄，数十人列炬出迎。僧延韦坐一厅中，唤云：「郎君勿忧。」因问左右：「夫人下处如法无？」复曰：「郎君且自慰安之，即就此也。」韦生见妻女别在一处，供帐甚盛，相顾涕泣。即就僧，僧前执韦生手曰：「贫道，盗也。本无好意，不知郎君艺若此，非贫道亦不支也。今日故无他，幸不疑也。适来贫道所中郎君弹悉在。」乃举手搦脑后，五丸坠地焉。盖脑衔弹丸而无伤，虽《列》言「无痕挞」、《孟》称「不肤挠，」不啻过也。有顷布筵，具蒸犊，犊刀子十馀，以齑饼环之。揖韦生就坐，复曰：「贫道有义弟数人，欲令伏谒。」言未已，朱衣巨带者五六辈，列于阶下。僧呼曰：「拜郎君，汝等向遇郎君，则成齑粉矣。」食毕，僧曰：「贫道久为此业，今向迟暮，欲改前非。不幸有一子，技过老僧，欲请郎君为老僧断之。」乃呼飞飞出参郎君。飞飞年才十六七，碧衣长袖，皮肉如脂。僧叱曰：「向后堂侍郎君。」僧乃授韦一剑及五丸，且曰：「乞郎君尽艺杀之，无为老僧累也。」引韦入一堂中，乃反锁之。堂中四隅，明灯而已。飞飞当堂执一短马鞭，韦引弹，意必中，丸已敲落。不觉跳在梁上，循壁虚摄，捷若猱ㄑ，弹丸尽不复中。韦乃运剑逐之，飞飞倏忽逗闪，去韦身不尺。韦断其鞭节，竟不能伤。僧久乃开门，问韦：「与老僧除得害乎？」韦具言之。僧怅然，顾飞飞曰：「郎君证成汝为贼也，知复如何？」僧终夕与韦论剑及弧矢之事。天将晓，僧送韦路口，赠绢百疋，垂泣而别。
器物技艺,鞭,鞭,鞭,25,卷十二·语资,卷十二·语资-17,V25-P017,梁宴魏使李骞、崔︱,no,鞭,梁宴魏使李骞、崔︱，乐作，梁舍人贺季曰：「音声感人深也。」︱曰：「昔申喜听歌，怆然知是其母，理实精妙然也。」梁主客王克曰：「听音观俗，转是精者。」︱曰：「延陵昔聘上国，实有观风之美。」季曰：「卿发此言，乃欲挑战？」骞曰：「请执鞭弭，与君周旋。」季曰：「未敢三舍。」︱曰：「数奔之事，久已相谢。」季曰：「车乱旗靡，恐有所归。」︱曰：「平阴之役，先鸣已久。」克曰：「吾方欲馆谷而旌武功。」骞曰：「王夷师，将以谁属？」遂共大笑而止。乐欲讫，有马数十匹驰过，未有阉人，骞曰：「巷伯乃同趣马，讵非侵官？」季曰：「此乃貌似。」︱曰：「若植袁绍，恐不能免。」
器物技艺,鞭,鞭,鞭,28,卷十五·诺皋记下,卷十五·诺皋记下-27,V28-P027,工部员外张周封,no,鞭,工部员外张周封言，今年春，拜扫假回，至湖城逆旅。说去年秋有河北军将过此，至郊外数里，忽有旋风如升器，常起于马前，军将以鞭击之转大，遂旋马首，鬣起如植。军将惧，下马观之，觉鬣长数尺，中有细绠如红线焉。时马立嘶鸣，军将怒，乃取佩刀拂之。风因散灭，马亦死。军将割马腹视之，腹中无伤，不知是何怪也。
器物技艺,鞭,鞭,鞭,28,卷十五·诺皋记下,卷十五·诺皋记下-4,V28-P004,僧无可,no,鞭,僧无可言，近传有白将军者，常于曲江洗马，马忽跳出惊走。前足有物，色白如衣带，萦绕数匹。遽令解之，血流数升。白异之，遂封纸帖中，藏衣箱内。一日，送客至水，出示诸客。客曰：「盍以水试之？」白以鞭筑地成窍，置虫于中，沃盥其上。少顷，虫蠕蠕如长，窍中泉涌，倏忽自盘若一席，有黑气如香烟，径出檐外。众惧曰：「必龙也。」遂急归。未数里，风雨忽至，大震数声。
器物技艺,鞭,鞭,鞭,29,卷十六·广动植之一,卷十六·广动植之一-44,V29-P044,百劳,no,鞭,百劳，博劳也。相传伯奇所化。取其所踏枝鞭小儿，能令速语。南人继母有娠，乳儿病如虐，唯具毛治之。
器物技艺,鞭,鞭,鞭,30,卷十七·广动植之二,卷十七·广动植之二-12,V30-P012,鲵鱼,no,鞭,鲵鱼，如占，四足长尾，能上树。天旱辄含水上山，以草叶覆身，张口，鸟来饮水，因吸食之，声如小儿。峡中人食之，先缚于树鞭之，身上白汗出如构汁，此方可食，不尔有毒。
器物技艺,鼓,鼓,鼓,1,卷一·忠志,卷一·忠志-4,V01-P004,未判定,no,鼓,贞观中，忽有白鹊构巢于寝殿前槐树上。其巢合欢如腰鼓，左右拜舞称贺。上曰：「我尝笑隋炀帝好祥瑞。瑞在得贤，此何足贺？」乃命毁其巢，鹊放于野外。
器物技艺,鼓,鼓,鼓,2,卷一·礼异,卷一·礼异-5,V02-P005,梁正旦,no,鼓,梁正旦，使北使乘车至阙下，入端门。其门上层题曰朱明观，次曰应门，门下有一大画鼓。次曰太阳门，左有高楼，悬一大钟，门右有朝堂，门辟，左右亦有二大画鼓。北使入门，击钟磬，至马道北悬钟内道西北立。引其宣城王等数人后入，击磬，道东北面立。其钟悬外东西厢，皆有陛臣。马道南，近道东，有茹昆仑客。道西近道有高句丽、百济客，及其升殿之官三千许人。位定，梁主从东堂中出，云斋在外宿，故不由上阁来，击钟鼓，乘舆警跸，侍从升东阶，南面幄内坐。幄是绿油天皂裙，甚高，用绳系著四柱，凭黑漆曲几。坐定，梁诸臣从西门入，著具服、博山远游冠，缨末以翠羽、真珠为饰，双双佩带剑，黑舄。初入，二人在前导引，次二人并行，次一人擎牙箱、班、剑箱，别二十人具省服，从者百馀人。至宣城王前数步，北面有重席为位，再拜，便次出，引王公登，献玉，梁主不为兴。
